timestamp,avg_requests_per_second,avg_memory_usage_per_second,avg_cpu_usage_per_second
2024-07-01T17:41:19+0000,0.2889017289657318,196647936,0.0028890172896573205
2024-07-01T17:42:19+0000,0.28888888888888886,197263360,0.002666666666666666
2024-07-01T17:43:19+0000,0.28889530878463965,198227968,0.00200004444543212
2024-07-01T17:44:19+0000,0.28889530878463965,197892096,0.0031111802484499683
2024-07-01T17:45:19+0000,0.2889209912212468,197353472,0.0028892099122124707
2024-07-01T17:46:19+0000,0.2888760499533354,198662144,0.0015554864228256536
2024-07-01T17:47:19+0000,0.28889530878463965,198688768,0.002666725927242825
2024-07-01T17:48:19+0000,0.28888888888888886,198746112,0.0020000000000000013
2024-07-01T17:49:19+0000,0.2889017289657318,198606848,0.0020000888928396834
2024-07-01T17:50:19+0000,0.28888888888888886,197195776,0.002222222222222224
2024-07-01T17:51:19+0000,0.2889017289657318,197225472,0.002222320992044093
2024-07-01T17:52:19+0000,0.28889530878463965,197446656,0.002444498766639256
2024-07-01T17:53:19+0000,0.28888888888888886,197292032,0.0017777777777777792
2024-07-01T17:54:19+0000,0.2889017289657318,197970944,0.00155562469443085
2024-07-01T17:55:19+0000,0.28889530878463965,197031936,0.0028889530878463943
2024-07-01T17:56:19+0000,0.28889530878463965,196893696,0.0022222716060357017
2024-07-01T17:57:19+0000,0.2889081494321844,197849088,0.0024446074182723266
2024-07-01T17:58:19+0000,0.2888824692784605,198254592,0.001999955556543185
2024-07-01T17:59:19+0000,0.2889017289657318,198193152,0.0020000888928396786
2024-07-01T18:00:19+0000,0.2889081494321844,198082560,0.0017778963041980593
2024-07-01T18:01:19+0000,0.28889530878463965,198727680,0.002444498766639246
2024-07-01T18:02:19+0000,0.2889081494321844,197301248,0.002000133342222812
2024-07-01T18:03:19+0000,0.2889209912212468,197689344,0.0024447160795643933
2024-07-01T18:04:19+0000,0.28816527386784296,198123520,0.0015516591669806994
2024-07-01T18:05:19+0000,0.2888760499533354,197491712,0.002666548153415396
2024-07-01T18:06:19+0000,0.2888824692784605,197320704,0.0031110419768449523
2024-07-01T18:07:19+0000,0.28889530878463965,197980160,0.0017778172848285532
2024-07-01T18:08:19+0000,0.2888760499533354,198128640,0.001777698768943604
2024-07-01T18:09:19+0000,0.28888888888888886,198135808,0.0031111111111111235
2024-07-01T18:10:19+0000,0.2889017289657318,198803456,0.00311124938886172
2024-07-01T18:11:19+0000,0.28885679368959,198580224,0.0017775802688590168
2024-07-01T18:12:19+0000,0.2888824692784605,200701952,0.0022221728406035344
2024-07-01T18:13:19+0000,0.28889530878463965,200491008,0.0022222716060356818
2024-07-01T18:14:19+0000,0.28886963091349466,201109504,0.00199986667555496
2024-07-01T18:15:19+0000,0.2888760499533354,200982528,0.002666548153415406
2024-07-01T18:16:19+0000,0.28888888888888886,201117696,0.002666666666666649
2024-07-01T18:17:19+0000,0.2888824692784605,200979456,0.001999955556543185
2024-07-01T18:18:19+0000,0.28887604995333543,200916992,0.0017776987689435847
2024-07-01T18:19:19+0000,0.28891457018401634,201089024,0.0017779358165170252
2024-07-01T18:20:19+0000,0.28885037550548814,200637440,0.0026663111585122005
2024-07-01T18:21:19+0000,0.2888824692784605,200120320,0.0015555209884224662
2024-07-01T18:22:19+0000,0.2888824692784605,200654848,0.0022221728406035344
2024-07-01T18:23:19+0000,0.2889017289657318,200814592,0.002222320992044083
2024-07-01T18:24:19+0000,0.2888824692784605,200998912,0.0017777382724828354
2024-07-01T18:25:19+0000,0.28888888888888886,200772608,0.0019999999999999966
2024-07-01T18:26:19+0000,0.2888824692784605,200674304,0.0031110419768449523
2024-07-01T18:27:19+0000,0.2888824692784605,200141824,0.001999955556543185
2024-07-01T18:28:19+0000,0.28888888888888886,201140224,0.0019999999999999966
2024-07-01T18:29:19+0000,0.28888246927846045,200086528,0.0028888246927845826
2024-07-01T18:30:19+0000,0.2888760499533354,200601600,0.00199991111506153
2024-07-01T18:31:19+0000,0.2888824692784605,200668160,0.001555520988422486
2024-07-01T18:32:19+0000,0.28886321215891925,200155136,0.0026664296506977185
2024-07-01T18:33:19+0000,0.2888824692784605,200598528,0.002444390124663884
2024-07-01T18:34:19+0000,0.2888760499533354,200599552,0.001777698768943604
2024-07-01T18:35:19+0000,0.2888760499533354,201272320,0.001777698768943604
2024-07-01T18:36:19+0000,0.28888246927846045,200785920,0.002222172840603534
2024-07-01T18:37:19+0000,0.2892231022514906,200916992,0.0017798344753937702
2024-07-01T18:38:19+0000,0.28888888888888886,201421824,0.002888888888888906
